,0,1
"0.4,0.7",-0.009721352447554657,-0.006516504263827582
"0.1,1.1",0.014150965993040264,-0.001096159124085917
"0.6,-2.1",0.004218904255148953,0.0
"-1.1,-1.6",0.0097727793794554,-0.012139358515342773
"-0.7,-1.2",0.007467536457138823,-0.0011403512161829571
"-0.0,-1.0",-0.0018654785605584465,-0.00546425906580598
"0.6,1.1",-0.00482340407899081,0.013091214315884345
"0.9,1.4",-0.002455187996567115,0.0025964192109350697
"-0.1,-1.0",-0.004153374178548367,7.890750523407151e-05
"0.5,0.1",-0.0077643480489389596,0.0022723991857021273
"0.0,1.1",0.0001173008487419646,-0.00311808342631077
"-0.9,0.7",-0.002107648966966814,0.005492345551753917
"-0.1,0.8",-0.002194539195165209,0.013432040522823556
"-0.5,-1.4",0.014901046856697452,-0.009290629917834208
"-2.5,-2.0",0.002032771560173555,-0.00035691914422935245
"0.5,3.3",0.007125196270536373,-0.006126765720020572
"3.2,2.4",0.032129638393508624,0.0
"-2.2,-5.4",-0.0029068023371511837,0.007877434333679708
"0.7,1.3",-0.0024829386331344946,0.008564946535591342
"-0.1,-0.8",-0.007940971113662702,0.00643158238720475
"-0.5,-1.6",6.603230395853547e-05,-0.0020792802909854807
"0.7,0.5",0.001495235695229343,-0.00901378938376024
"-0.6,-0.5",-0.0008028451886288193,0.00847056765358881
"-0.3,0.3",0.002075611261770726,-0.007013263392586868
"0.6,0.5",0.0018777547672058185,-0.007332580225563149
"-0.8,-0.8",0.004221207090750906,-0.021054552324853388
"1.6,1.5",-0.00517327277453615,0.018800995402677982
"-1.0,-0.9",-0.004915321796350885,0.0003851204960654865
"0.7,0.3",0.002017807253507317,-0.004404581075865302
"0.8,2.8",0.008908767481222409,0.0
"-0.7,-1.4",-0.002596043412958524,-0.00524262021269848
"0.6,0.0",-0.005127602715709644,0.03964562196436134
"0.6,0.1",-0.02048987366699024,0.01587050243913393
"0.4,1.7",0.008604799821262398,-0.002141087606889092
"-3.0,-3.4",0.01233077447630707,0.0
"0.7,1.4",0.01824002830155182,-0.004017340776262017
"-0.5,-0.8",-0.012925575498887596,0.00036154348950746297
"1.2,1.4",0.016281767118993748,-0.004432352870626141
"-0.3,-1.5",-0.005123523630980554,0.021901800004478052
"-1.9,-2.1",-0.00616763349762355,0.025257075936118197
"1.2,3.1",0.003793613880989242,-0.0006951317470814556
"-0.8,-3.9",0.011266826874104166,0.0
"-1.1,-0.3",-0.002284552259388684,0.03249411742429218
"0.4,3.6",-0.0006374203224596857,0.0039047062943381654
"-0.1,-1.1",-0.0013906693109325627,0.0027086642162233703
"-2.6,-2.7",9.477204350842827e-05,0.0
"-0.0,2.6",-0.0026388888888888903,0.009075138888888893
"-1.4,3.9",-0.002769229897627566,0.007504613022570703
"1.8,3.2",0.0,0.0
"0.7,0.9",-0.008044075467320961,0.00867666922041995
"-1.1,-0.8",0.021189668423389034,-0.0017443490396430658
"-0.1,1.0",0.01998565445002421,-0.006381109496609819
"0.3,-0.6",0.023618956250388484,-0.013401828813867943
"-0.6,-0.9",-0.0009030848909114832,0.001124824878626277
"0.4,-0.5",-0.0004381935103355667,0.005240636944082288
"-1.0,-1.4",0.022528853710411828,0.00019113842376338147
"-0.3,-1.3",-0.00324884784984148,0.0038879959882669483
"-1.5,-0.9",0.0016733156554926808,-0.00022289690751640338
"-0.7,-1.0",-0.006776966004893779,0.014492378733695575
"-1.2,-0.9",0.009458576077460337,-0.0009594976120357473
"-0.3,1.0",0.009051405824860253,-0.002210301537168873
"-1.0,-0.7",0.0081589076225012,-0.006853433895903605
"0.0,1.7",0.0005066350106634677,-0.0014636299361666645
"0.4,1.0",0.0013577087249220668,-0.008514401932215412
"-0.3,0.7",-0.014983863584172308,0.027065186722313214
"0.8,0.8",-0.011824536676689808,0.01579881878147242
"0.0,-0.8",-0.0076383808159851,0.0030865457621337064
"-0.3,-1.0",-0.017321652732225024,0.02351006105284436
"0.8,1.7",0.006372396442687512,0.0
"0.3,2.1",0.02188447718604207,-0.00714659659213188
"0.6,0.2",0.006301401115668505,-0.003140170042585569
"0.0,0.6",-0.008912312414545123,0.0006799553816376907
"-0.0,1.3",0.01351620836106573,0.0
"-2.1,-2.1",-0.0010899236249791518,0.0037862917676005393
"-1.9,-1.6",-0.005762201761489023,0.01132223273563844
"-0.4,-1.1",0.004883294062271801,-0.00728797938857891
"-0.5,1.4",-0.00321872736380133,0.013181010427502826
"2.6,3.1",0.012799301797178926,0.0
"-0.0,-0.6",-0.011465553461883724,0.0012641031624597537
"-0.0,-0.8",-0.00808994491359615,0.004140354720950046
"-3.3,1.1",0.0016696520793693785,0.0
"-0.1,3.2",0.009178493449781677,-0.004830786026200882
"1.2,1.9",0.00022407640297985275,0.0011862401206547612
"0.2,2.0",-0.0003117027951213859,-0.007834399823395111
"-0.7,0.2",-0.0004424799662073202,0.013624386188449538
